id;uuid;name;callsign;image;image_content_type;description
1;611c91b6-b5e2-4d7c-8d61-31e9be01e9fd;Ole Borch;Olaus Borrichius or Olaus Borrichus;../fake-data/blob/OLE_Borch.jpg;image/jpg;../fake-data/blob/OLE_Borch.txt
